Candidate_ID,Age,Gender,Education_Level,Position_Applied,Industry,Interview_Round,Interview_Mode,Start_Time,End_Time,Duration_Minutes,Camera_On,Microphone_Clarity,Network_Stability_Score,Technical_Questions_Answered,Behavioral_Questions_Answered,Coding_Test_Score,Eye_Contact_Score,Body_Language_Score,Speech_Speed_WPM,Filler_Words_Used,Confidence_Score,Response_Relevance_Score,Interviewer_Rating,Background_Noise_Level,Follow_Up_Questions_Asked,Dressing_Appropriateness,Time_Management_Score,Final_Recommendation,Offer_Extended,Performance_Score_Proxy,Performance_Category
C3550,24,Female,Bachelors,Data Analyst,Tech,Final,Teams,12:00,12:45,39,Yes,Clear,0.97,7,0,49,8,6,108,15,5,8,4.05,Medium,0,Semi-Formal,3,Hold,No,18.03,Good
C3551,21,Non-binary,Bachelors,Software Engineer,Healthcare,Final,Teams,10:30,12:45,41,No,Clear,9.29,1,2,82,5,9,148,5,3,2,2.94,Low,2,Semi-Formal,4,Hold,Yes,16.2,Good
C3552,28,Non-binary,PhD,Project Manager,Healthcare,Technical,Skype,10:30,11:00,45,No,Poor,3.59,8,2,92,7,2,159,18,4,5,1.99,Medium,2,Formal,6,Hold,Yes,16.95,Good
C3553,24,Non-binary,Bachelors,Software Engineer,Education,Technical,Zoom,09:00,11:00,54,Yes,Clear,6.66,9,1,39,8,4,112,17,9,2,4.15,High,2,Semi-Formal,4,Hold,Yes,19.48,Good
C3554,24,Female,Masters,Software Engineer,Finance,Final,Teams,12:00,09:30,57,Yes,Poor,3.48,4,1,43,3,9,146,0,7,9,1.1,High,0,Semi-Formal,3,Hold,Yes,16.91,Good
C3555,27,Male,Masters,Data Analyst,Consulting,HR,Zoom,09:00,16:00,33,No,Moderate,8.29,3,1,11,9,6,118,1,8,8,4.96,High,2,Formal,9,Proceed,Yes,22.54,Excellent
C3556,26,Male,Bachelors,Software Engineer,Tech,Technical,Skype,12:00,14:45,42,No,Clear,4.9,1,1,67,7,7,105,2,2,1,3.06,Medium,0,Formal,4,Proceed,Yes,13.45,Good
C3557,34,Non-binary,Bachelors,Project Manager,Tech,HR,Google Meet,12:00,11:00,24,Yes,Moderate,3.13,7,2,21,4,1,106,17,9,4,2.69,High,2,Casual,2,Hold,Yes,14.26,Good
C3558,22,Non-binary,Bachelors,Project Manager,Education,Managerial,Zoom,15:30,11:00,20,No,Moderate,8.18,1,1,42,1,7,124,12,7,6,3.25,High,2,Formal,8,Proceed,No,16.24,Good
C3559,24,Male,Masters,Data Analyst,Consulting,Technical,Zoom,14:00,16:00,45,No,Poor,2.59,9,2,78,7,1,138,2,1,1,4.54,Medium,1,Casual,5,Proceed,Yes,16.04,Good
C3560,32,Male,Bachelors,UI/UX Designer,Finance,Final,Google Meet,15:30,12:45,34,No,Clear,7.26,8,0,84,6,1,126,18,9,6,2.13,Low,2,Casual,9,Hold,No,19.46,Good
C3561,22,Non-binary,Bachelors,UI/UX Designer,Education,Technical,Google Meet,10:30,14:45,31,No,Clear,3.28,2,2,41,7,2,108,12,9,6,2.01,Medium,0,Casual,4,Hold,No,14.68,Good
C3562,32,Female,Bachelors,Data Analyst,Finance,HR,Zoom,10:30,16:00,40,No,Clear,4.47,8,1,98,7,7,158,16,1,5,3.92,High,0,Semi-Formal,6,Reject,Yes,18.3,Good
C3563,23,Non-binary,PhD,Software Engineer,Tech,Final,Zoom,09:00,09:30,56,No,Poor,6.26,3,2,18,6,6,92,10,5,1,2.73,Low,1,Formal,1,Proceed,No,10.89,Needs Improvement
C3564,31,Female,PhD,Software Engineer,Consulting,Final,Teams,09:00,12:45,36,No,Moderate,6.54,8,2,71,1,7,140,9,1,6,2.99,Medium,0,Semi-Formal,6,Proceed,Yes,16.76,Good
C3565,31,Male,Masters,Software Engineer,Tech,HR,Teams,09:00,14:45,28,No,Poor,4.68,8,4,99,8,3,114,4,7,4,2.95,Medium,1,Semi-Formal,5,Reject,Yes,21.59,Excellent
C3566,30,Male,PhD,UI/UX Designer,Education,Technical,Google Meet,15:30,12:45,20,Yes,Moderate,1.44,4,1,78,2,4,140,3,8,1,4.22,Low,1,Casual,7,Reject,Yes,16.13,Good
C3567,26,Male,Masters,Software Engineer,Finance,Managerial,Zoom,12:00,16:00,50,Yes,Poor,7.53,3,3,3,5,5,132,17,7,1,1.88,Medium,0,Formal,5,Reject,No,11.83,Needs Improvement
C3568,33,Male,PhD,Software Engineer,Finance,Final,Teams,14:00,14:45,36,Yes,Clear,8.85,2,3,24,8,4,98,1,2,2,2.24,Low,1,Semi-Formal,6,Proceed,No,14.47,Good
C3569,31,Non-binary,PhD,Software Engineer,Tech,Final,Google Meet,10:30,11:00,39,No,Poor,9.17,9,2,50,7,1,141,2,4,9,2.87,Medium,1,Casual,1,Reject,No,18.95,Good
C3570,29,Male,PhD,Software Engineer,Education,HR,Zoom,10:30,09:30,23,No,Poor,0.99,3,4,59,2,2,133,6,7,6,1.44,High,1,Formal,3,Reject,No,14.42,Good
C3571,34,Female,Masters,Project Manager,Consulting,Final,Teams,09:00,12:45,44,No,Moderate,7.18,5,2,36,6,7,101,7,2,2,2.0,Medium,1,Semi-Formal,5,Hold,Yes,13.86,Good
C3572,21,Female,Masters,Project Manager,Healthcare,Final,Zoom,15:30,09:30,53,No,Poor,2.08,7,1,25,1,5,103,16,5,8,4.17,Medium,0,Semi-Formal,9,Reject,Yes,15.32,Good
C3573,24,Non-binary,Bachelors,Data Analyst,Education,Managerial,Google Meet,09:00,12:45,26,No,Poor,1.02,2,0,72,7,3,128,0,8,4,3.13,Medium,2,Formal,5,Reject,No,16.09,Good
C3574,34,Male,PhD,Data Analyst,Consulting,Final,Google Meet,15:30,12:45,46,Yes,Clear,0.71,9,2,43,2,8,91,10,6,1,3.46,Low,1,Formal,1,Proceed,Yes,15.21,Good
C3575,28,Male,Masters,Data Analyst,Consulting,Managerial,Google Meet,12:00,12:45,21,Yes,Clear,0.04,8,3,54,6,6,151,13,1,4,2.34,Low,0,Semi-Formal,2,Hold,Yes,13.5,Good
C3576,33,Female,Bachelors,Software Engineer,Finance,Final,Skype,09:00,09:30,24,No,Moderate,9.22,5,2,49,7,4,142,19,4,1,3.4,High,2,Semi-Formal,6,Reject,No,14.92,Good
C3577,24,Male,Masters,Project Manager,Healthcare,Managerial,Teams,12:00,11:00,23,No,Moderate,6.05,3,1,30,9,1,117,8,5,8,2.43,Low,2,Casual,3,Reject,No,14.68,Good
C3578,26,Female,Masters,Software Engineer,Healthcare,HR,Teams,10:30,12:45,22,Yes,Poor,6.03,2,1,69,3,8,140,1,8,1,2.1,Medium,2,Semi-Formal,9,Proceed,No,16.84,Good
C3579,31,Female,Bachelors,UI/UX Designer,Healthcare,HR,Skype,10:30,16:00,44,Yes,Clear,8.11,4,3,24,2,3,113,18,3,6,2.43,Medium,2,Formal,9,Proceed,No,15.08,Good
C3580,21,Non-binary,Masters,Software Engineer,Tech,Managerial,Zoom,10:30,16:00,45,Yes,Poor,8.62,7,3,59,4,2,140,1,1,2,4.7,Medium,0,Casual,4,Hold,No,15.91,Good
C3581,30,Non-binary,Bachelors,UI/UX Designer,Finance,HR,Google Meet,12:00,09:30,46,No,Clear,0.05,6,4,5,4,9,103,15,8,4,3.32,Medium,2,Semi-Formal,4,Reject,No,16.77,Good
C3582,33,Non-binary,PhD,Project Manager,Education,Technical,Skype,09:00,09:30,59,No,Moderate,7.55,6,4,18,5,3,108,14,3,6,2.74,Medium,0,Formal,7,Reject,Yes,15.12,Good
C3583,24,Male,PhD,UI/UX Designer,Tech,Managerial,Google Meet,15:30,16:00,52,No,Moderate,3.89,6,0,4,7,8,127,11,7,1,4.12,Low,1,Semi-Formal,8,Reject,Yes,15.08,Good
C3584,27,Male,Masters,Software Engineer,Tech,Final,Google Meet,15:30,11:00,28,No,Clear,3.28,4,3,68,3,4,112,3,1,8,1.42,High,0,Formal,1,Proceed,No,14.54,Good
C3585,26,Male,PhD,Data Analyst,Healthcare,Final,Zoom,09:00,11:00,54,No,Poor,7.45,7,4,58,5,2,135,6,6,3,3.23,High,1,Casual,4,Reject,No,18.03,Good
C3586,29,Male,PhD,UI/UX Designer,Healthcare,Final,Teams,14:00,14:45,57,No,Moderate,4.3,7,3,53,5,4,105,10,1,6,2.2,Medium,1,Formal,1,Proceed,No,14.35,Good
C3587,31,Non-binary,Masters,UI/UX Designer,Consulting,Technical,Skype,15:30,12:45,27,No,Moderate,9.86,8,2,4,7,4,106,15,9,7,2.41,High,1,Semi-Formal,9,Hold,No,19.61,Good
C3588,23,Female,Bachelors,UI/UX Designer,Consulting,HR,Zoom,15:30,16:00,32,No,Clear,8.43,3,4,48,9,5,119,18,4,4,3.18,Low,2,Semi-Formal,2,Proceed,No,16.29,Good
C3589,25,Female,PhD,UI/UX Designer,Finance,Technical,Skype,09:00,09:30,23,Yes,Poor,1.92,3,3,19,7,3,97,3,1,4,3.88,Low,0,Formal,1,Reject,No,11.49,Needs Improvement
C3590,27,Non-binary,Bachelors,Software Engineer,Finance,Managerial,Google Meet,09:00,16:00,24,No,Clear,5.13,5,3,53,3,5,127,16,2,2,4.43,Low,1,Formal,1,Proceed,Yes,12.84,Good
C3591,32,Female,PhD,Project Manager,Education,Technical,Skype,09:00,16:00,33,No,Moderate,7.04,6,2,76,3,6,149,9,1,2,4.99,Medium,2,Casual,3,Hold,No,15.89,Good
C3592,31,Non-binary,Masters,Data Analyst,Tech,HR,Skype,14:00,09:30,31,No,Poor,3.33,8,3,72,3,3,100,14,7,1,2.28,High,1,Semi-Formal,8,Hold,Yes,16.1,Good
C3593,21,Male,Masters,UI/UX Designer,Healthcare,Technical,Google Meet,12:00,16:00,39,Yes,Poor,1.68,3,4,77,1,2,142,7,1,7,2.32,Medium,2,Formal,5,Proceed,No,14.76,Good
C3594,32,Non-binary,Bachelors,Software Engineer,Healthcare,Final,Teams,10:30,11:00,24,Yes,Clear,4.41,1,4,12,6,9,128,16,1,1,4.97,High,2,Formal,2,Reject,No,13.67,Good
C3595,29,Non-binary,Masters,Software Engineer,Finance,Final,Teams,12:00,12:45,44,No,Clear,1.24,6,0,96,4,8,118,10,2,5,2.68,Medium,1,Semi-Formal,6,Proceed,No,16.81,Good
C3596,31,Male,Bachelors,Software Engineer,Consulting,Final,Zoom,12:00,11:00,32,Yes,Moderate,2.36,6,0,47,4,6,138,18,1,5,3.19,Low,0,Formal,8,Reject,Yes,12.83,Good
C3597,29,Male,Bachelors,Data Analyst,Education,Final,Zoom,09:00,16:00,42,Yes,Clear,7.2,4,4,86,3,5,151,7,8,9,3.79,High,2,Casual,4,Proceed,Yes,23.72,Excellent
C3598,23,Male,PhD,UI/UX Designer,Tech,Final,Teams,09:00,11:00,56,Yes,Poor,4.05,7,0,93,4,4,154,6,5,9,4.24,High,2,Formal,4,Proceed,No,20.56,Excellent
C3599,28,Female,Bachelors,Data Analyst,Finance,Final,Skype,09:00,14:45,50,No,Clear,4.39,8,0,62,3,6,118,6,4,1,3.2,Medium,2,Semi-Formal,2,Hold,No,14.89,Good
C3600,22,Non-binary,Bachelors,Data Analyst,Consulting,Managerial,Google Meet,10:30,16:00,57,No,Clear,6.29,5,2,81,2,1,120,12,3,6,2.0,Medium,1,Formal,5,Proceed,No,14.4,Good
C3601,24,Female,Masters,UI/UX Designer,Consulting,Technical,Google Meet,12:00,14:45,46,Yes,Clear,3.81,6,1,81,8,7,95,2,1,3,1.45,High,2,Casual,7,Hold,Yes,17.65,Good
C3602,27,Female,Bachelors,Software Engineer,Tech,HR,Teams,10:30,11:00,29,Yes,Clear,4.46,8,0,42,9,2,140,11,4,1,4.1,Low,2,Semi-Formal,6,Proceed,No,15.41,Good
C3603,29,Non-binary,PhD,Project Manager,Tech,Final,Skype,15:30,09:30,21,Yes,Moderate,7.54,7,1,99,8,1,103,0,4,8,1.34,Medium,0,Formal,6,Reject,No,19.76,Good
C3604,24,Female,Bachelors,Project Manager,Finance,HR,Teams,12:00,12:45,39,Yes,Clear,5.24,5,0,77,4,1,105,14,3,6,1.76,High,0,Semi-Formal,5,Hold,No,13.63,Good
C3605,21,Female,Masters,Project Manager,Tech,Technical,Google Meet,10:30,09:30,47,No,Poor,8.36,1,1,11,2,2,130,11,6,5,1.83,High,1,Formal,7,Reject,Yes,11.29,Needs Improvement
C3606,27,Male,Bachelors,Project Manager,Healthcare,Final,Skype,10:30,14:45,34,Yes,Clear,6.6,1,3,38,6,3,131,12,4,6,1.14,High,2,Casual,7,Proceed,No,15.45,Good
C3607,23,Male,Bachelors,Software Engineer,Consulting,Managerial,Google Meet,14:00,09:30,54,No,Poor,4.63,3,1,90,5,3,111,4,8,3,4.4,Low,0,Casual,3,Proceed,No,16.01,Good
C3608,31,Male,Masters,Data Analyst,Consulting,Technical,Google Meet,10:30,14:45,20,No,Clear,9.11,6,1,56,6,9,131,5,1,9,4.24,Low,0,Semi-Formal,7,Reject,No,19.73,Good
C3609,30,Female,Bachelors,UI/UX Designer,Healthcare,Managerial,Teams,10:30,09:30,43,No,Clear,4.16,3,3,92,4,8,133,18,2,6,2.08,High,2,Semi-Formal,4,Reject,No,16.65,Good
C3610,29,Female,Bachelors,Software Engineer,Education,Technical,Zoom,14:00,12:45,48,No,Moderate,9.56,7,3,70,2,1,149,11,9,9,4.15,High,0,Formal,2,Hold,No,20.36,Excellent
C3611,30,Male,Masters,Data Analyst,Education,Final,Google Meet,10:30,16:00,45,Yes,Poor,8.84,5,0,78,4,5,159,1,5,6,2.5,Medium,0,Semi-Formal,7,Hold,Yes,17.94,Good
C3612,29,Non-binary,PhD,Software Engineer,Tech,HR,Teams,12:00,12:45,38,No,Clear,3.11,2,0,82,1,5,147,2,2,3,1.34,Low,1,Formal,3,Proceed,Yes,10.42,Needs Improvement
C3613,22,Male,PhD,Software Engineer,Finance,Managerial,Teams,09:00,11:00,53,No,Clear,0.22,0,1,8,9,7,136,0,7,2,3.06,Medium,1,Casual,9,Hold,Yes,14.56,Good
C3614,32,Non-binary,PhD,UI/UX Designer,Education,Managerial,Google Meet,12:00,11:00,39,Yes,Poor,2.83,8,4,83,6,7,111,3,1,4,2.08,Low,0,Semi-Formal,2,Proceed,No,17.36,Good
C3615,27,Non-binary,PhD,UI/UX Designer,Finance,Managerial,Teams,09:00,09:30,20,Yes,Poor,4.62,0,1,61,7,8,110,14,4,1,1.41,High,1,Semi-Formal,2,Reject,No,11.31,Needs Improvement
C3616,34,Female,PhD,UI/UX Designer,Finance,HR,Skype,14:00,12:45,35,Yes,Clear,8.98,7,4,21,8,2,126,3,9,5,1.97,Medium,2,Casual,5,Reject,Yes,20.91,Excellent
C3617,28,Male,PhD,Data Analyst,Education,HR,Teams,10:30,11:00,32,Yes,Moderate,2.01,2,3,35,7,2,119,4,6,7,2.06,High,1,Semi-Formal,9,Hold,Yes,17.74,Good
C3618,31,Non-binary,Masters,Data Analyst,Finance,HR,Skype,14:00,16:00,43,No,Moderate,9.56,4,1,95,5,2,115,0,2,4,3.23,Medium,2,Casual,8,Proceed,No,17.87,Good
C3619,21,Female,Masters,UI/UX Designer,Tech,Technical,Skype,14:00,09:30,43,No,Poor,9.81,5,0,2,1,9,97,14,8,4,3.43,Low,1,Formal,6,Hold,Yes,14.17,Good
C3620,25,Female,Bachelors,Software Engineer,Healthcare,Technical,Zoom,14:00,14:45,44,No,Clear,4.75,5,2,81,1,9,140,2,2,3,1.6,High,1,Casual,3,Reject,No,15.05,Good
C3621,33,Female,Bachelors,Data Analyst,Healthcare,Technical,Skype,12:00,09:30,54,Yes,Moderate,1.46,8,0,15,2,8,139,15,8,2,4.12,Low,2,Casual,5,Reject,Yes,14.55,Good
C3622,31,Male,Masters,Data Analyst,Tech,Managerial,Skype,14:00,12:45,50,Yes,Moderate,7.59,3,2,2,1,1,108,9,2,3,4.74,Medium,2,Formal,4,Proceed,Yes,11.39,Needs Improvement
C3623,28,Female,PhD,UI/UX Designer,Tech,Final,Skype,10:30,12:45,58,Yes,Clear,3.49,5,4,75,7,1,152,19,8,9,1.92,Low,0,Casual,5,Hold,No,18.65,Good
C3624,33,Female,PhD,Software Engineer,Consulting,Managerial,Zoom,15:30,16:00,36,Yes,Moderate,3.3,2,0,87,6,8,136,19,2,4,1.13,Low,0,Casual,9,Hold,No,12.91,Good
C3625,33,Non-binary,Masters,UI/UX Designer,Healthcare,Managerial,Zoom,14:00,09:30,59,No,Moderate,1.0,5,1,57,4,2,115,16,3,9,4.34,Low,1,Casual,5,Hold,No,14.55,Good
C3626,33,Non-binary,PhD,Project Manager,Tech,Final,Teams,09:00,09:30,58,No,Clear,9.76,9,2,74,4,7,93,18,7,4,3.94,Medium,0,Casual,4,Hold,No,19.39,Good
C3627,30,Non-binary,PhD,Software Engineer,Education,Final,Skype,10:30,12:45,33,Yes,Clear,8.94,0,3,22,8,1,126,18,4,6,2.13,High,0,Casual,2,Reject,Yes,12.89,Good
C3628,22,Non-binary,Masters,Software Engineer,Finance,Managerial,Google Meet,10:30,09:30,47,No,Moderate,2.95,8,1,32,9,6,121,11,3,1,3.06,Medium,1,Casual,4,Hold,No,14.26,Good
C3629,21,Male,PhD,UI/UX Designer,Tech,Final,Google Meet,15:30,11:00,41,No,Moderate,0.64,3,0,67,2,5,150,0,7,7,3.87,Medium,1,Semi-Formal,2,Reject,Yes,16.05,Good
C3630,34,Female,PhD,Software Engineer,Education,Final,Skype,10:30,11:00,27,Yes,Poor,4.86,9,3,60,8,8,118,9,7,3,1.87,High,2,Casual,1,Hold,No,20.07,Excellent
C3631,30,Non-binary,Bachelors,UI/UX Designer,Consulting,Final,Skype,10:30,09:30,20,No,Moderate,1.75,7,3,13,5,8,153,14,9,6,2.12,Low,2,Semi-Formal,6,Reject,No,17.21,Good
C3632,24,Male,Bachelors,Software Engineer,Healthcare,HR,Zoom,14:00,11:00,30,Yes,Moderate,4.93,8,3,37,1,3,92,7,5,8,3.62,Low,2,Formal,5,Reject,Yes,17.94,Good
C3633,21,Non-binary,PhD,Project Manager,Education,Managerial,Google Meet,15:30,12:45,48,No,Clear,7.76,7,3,72,2,3,93,0,9,8,2.77,Low,0,Formal,1,Hold,Yes,19.84,Good
C3634,33,Male,Masters,Data Analyst,Finance,Technical,Teams,14:00,14:45,34,Yes,Clear,3.74,4,1,97,7,8,154,19,9,8,1.26,Low,0,Formal,1,Reject,No,18.14,Good
C3635,25,Female,Bachelors,Project Manager,Education,Technical,Zoom,15:30,09:30,28,No,Moderate,5.77,6,4,52,3,8,99,13,5,8,3.14,Low,2,Casual,1,Proceed,Yes,18.08,Good
C3636,28,Female,PhD,Data Analyst,Consulting,HR,Zoom,15:30,16:00,36,No,Moderate,5.49,3,3,60,7,6,115,5,8,3,4.46,High,2,Casual,3,Hold,No,20.06,Excellent
C3637,31,Non-binary,PhD,Project Manager,Finance,Final,Teams,14:00,09:30,46,No,Moderate,4.02,4,4,32,4,1,129,19,2,8,2.36,Medium,1,Formal,1,Hold,Yes,12.48,Good
C3638,28,Female,Bachelors,Software Engineer,Healthcare,Final,Teams,10:30,12:45,38,No,Moderate,9.68,6,4,82,6,9,110,18,6,2,2.26,Medium,2,Semi-Formal,1,Reject,Yes,18.91,Good
C3639,29,Female,Masters,UI/UX Designer,Finance,Managerial,Skype,12:00,16:00,54,No,Poor,3.41,2,0,66,2,8,119,18,2,6,1.2,Low,2,Formal,5,Hold,No,10.98,Needs Improvement
C3640,25,Non-binary,Bachelors,Project Manager,Education,HR,Skype,14:00,16:00,22,No,Poor,0.34,0,1,55,5,7,145,19,1,4,1.58,Low,0,Casual,5,Proceed,Yes,7.32,Needs Improvement
C3641,28,Non-binary,Masters,UI/UX Designer,Tech,Final,Zoom,15:30,14:45,59,Yes,Poor,8.46,2,3,60,9,1,116,16,9,2,1.38,High,0,Semi-Formal,9,Reject,No,16.55,Good
C3642,30,Male,Masters,Project Manager,Tech,HR,Skype,14:00,09:30,38,Yes,Poor,9.31,4,2,37,1,1,139,16,4,5,3.22,High,2,Semi-Formal,2,Proceed,No,12.96,Good
C3643,25,Male,Masters,Software Engineer,Finance,Technical,Zoom,10:30,09:30,42,No,Poor,4.86,1,0,26,4,9,156,5,2,3,2.51,Low,2,Semi-Formal,3,Proceed,Yes,10.35,Needs Improvement
C3644,27,Male,PhD,Project Manager,Finance,HR,Google Meet,12:00,16:00,26,Yes,Poor,0.82,8,1,39,3,1,105,13,9,5,2.85,Medium,2,Semi-Formal,2,Proceed,Yes,14.92,Good
C3645,33,Female,Bachelors,Data Analyst,Consulting,HR,Skype,10:30,11:00,27,No,Poor,0.89,1,1,5,3,1,110,4,4,9,4.03,High,1,Casual,4,Reject,Yes,11.68,Needs Improvement
C3646,31,Male,Masters,Software Engineer,Education,Final,Zoom,15:30,09:30,24,Yes,Clear,5.68,4,4,95,2,6,132,3,9,3,4.99,Low,2,Formal,2,Hold,No,21.82,Excellent
C3647,28,Female,PhD,Data Analyst,Finance,Technical,Teams,15:30,09:30,48,Yes,Moderate,1.19,5,0,47,5,1,156,11,4,1,4.75,Low,1,Formal,1,Reject,Yes,11.06,Needs Improvement
C3648,33,Male,Bachelors,UI/UX Designer,Tech,Technical,Zoom,15:30,11:00,57,No,Clear,1.96,0,1,17,7,3,135,3,3,3,1.65,Low,0,Formal,5,Proceed,Yes,8.74,Needs Improvement
C3649,32,Female,Bachelors,Data Analyst,Healthcare,Managerial,Zoom,15:30,14:45,48,No,Poor,7.81,9,0,31,1,2,116,18,7,9,3.71,Low,2,Formal,2,Reject,No,15.61,Good
C3650,32,Male,Masters,Software Engineer,Education,Technical,Google Meet,12:00,09:30,48,Yes,Moderate,2.22,1,1,83,7,7,112,19,8,8,2.64,Low,2,Formal,8,Reject,Yes,19.19,Good
C3651,33,Female,Bachelors,Data Analyst,Consulting,HR,Google Meet,12:00,12:45,54,No,Poor,3.86,3,4,35,2,4,158,17,5,1,1.29,Medium,0,Formal,5,Hold,Yes,9.19,Needs Improvement
C3652,28,Non-binary,Masters,Data Analyst,Education,Final,Skype,15:30,11:00,42,Yes,Moderate,3.72,8,3,78,9,5,91,18,5,1,3.23,Low,0,Formal,5,Reject,Yes,17.59,Good
C3653,33,Female,PhD,UI/UX Designer,Tech,Final,Google Meet,14:00,09:30,31,Yes,Moderate,4.4,5,3,22,5,7,116,13,1,7,2.31,Medium,1,Formal,2,Hold,No,14.58,Good
C3654,32,Non-binary,Bachelors,Software Engineer,Education,Final,Zoom,09:00,11:00,36,Yes,Clear,4.2,1,1,13,2,2,99,3,5,6,3.22,Low,0,Formal,3,Proceed,Yes,11.49,Needs Improvement
C3655,22,Non-binary,Bachelors,UI/UX Designer,Consulting,Final,Teams,14:00,11:00,34,No,Moderate,5.22,0,1,84,2,4,155,10,5,3,2.87,Medium,0,Semi-Formal,7,Proceed,Yes,12.67,Good
C3656,21,Female,Bachelors,UI/UX Designer,Consulting,Final,Teams,14:00,14:45,38,No,Clear,5.31,7,0,45,5,9,109,12,1,4,2.17,High,1,Formal,9,Reject,No,15.72,Good
C3657,32,Female,Bachelors,Software Engineer,Healthcare,Technical,Google Meet,15:30,14:45,42,Yes,Poor,2.24,0,4,2,3,3,138,16,9,4,2.51,Low,0,Casual,7,Reject,Yes,11.88,Needs Improvement
C3658,31,Non-binary,Masters,Project Manager,Education,HR,Google Meet,12:00,16:00,38,No,Clear,1.5,1,0,6,5,6,127,6,4,9,4.28,High,2,Casual,2,Hold,Yes,14.41,Good
C3659,32,Male,Bachelors,Software Engineer,Healthcare,Final,Teams,12:00,09:30,48,Yes,Poor,1.86,1,0,16,3,4,123,9,2,6,4.52,High,0,Formal,9,Hold,Yes,12.37,Good
C3660,28,Non-binary,Bachelors,Project Manager,Finance,Technical,Skype,14:00,14:45,59,Yes,Moderate,2.04,6,2,67,3,8,149,4,8,4,2.24,High,2,Formal,9,Proceed,Yes,19.94,Good
C3661,29,Male,PhD,Software Engineer,Healthcare,Managerial,Google Meet,14:00,09:30,36,Yes,Moderate,8.21,2,2,57,3,2,94,9,1,2,3.48,Medium,2,Formal,1,Reject,Yes,11.74,Needs Improvement
C3662,32,Non-binary,Bachelors,Data Analyst,Finance,Managerial,Zoom,14:00,16:00,24,No,Moderate,9.3,5,3,49,7,5,143,9,2,5,4.41,Low,0,Formal,3,Proceed,Yes,16.07,Good
C3663,27,Non-binary,Masters,UI/UX Designer,Finance,Final,Google Meet,15:30,14:45,54,No,Clear,7.39,9,4,98,2,4,106,3,3,2,4.16,High,2,Casual,2,Reject,Yes,19.96,Good
C3664,34,Non-binary,Masters,Data Analyst,Finance,HR,Teams,10:30,14:45,57,No,Poor,0.42,0,4,69,7,9,147,10,3,1,2.32,Medium,0,Casual,4,Hold,No,12.13,Good
C3665,28,Female,Bachelors,Software Engineer,Tech,Managerial,Google Meet,09:00,16:00,30,No,Poor,5.99,6,3,95,2,7,123,17,5,1,1.55,Low,0,Semi-Formal,6,Reject,Yes,14.54,Good
C3666,29,Female,Masters,Project Manager,Consulting,HR,Skype,15:30,12:45,41,Yes,Moderate,7.81,2,4,98,6,6,122,5,3,6,3.49,High,1,Semi-Formal,4,Reject,Yes,20.88,Excellent
C3667,30,Female,Bachelors,Software Engineer,Finance,Technical,Google Meet,09:00,12:45,21,Yes,Poor,5.22,4,2,45,6,8,111,9,3,9,1.27,Low,2,Formal,3,Reject,No,16.14,Good
C3668,30,Non-binary,Masters,Project Manager,Education,Managerial,Google Meet,10:30,16:00,32,Yes,Moderate,0.8,2,2,58,3,3,136,17,1,5,4.28,Low,0,Casual,5,Hold,No,11.43,Needs Improvement
C3669,33,Non-binary,PhD,UI/UX Designer,Tech,Technical,Zoom,10:30,12:45,45,Yes,Clear,5.12,3,2,21,9,3,93,6,8,9,2.85,Low,0,Casual,3,Reject,Yes,17.67,Good
C3670,30,Female,PhD,Software Engineer,Finance,Technical,Skype,15:30,12:45,56,No,Moderate,6.37,9,0,71,9,3,125,0,5,4,3.88,High,2,Formal,2,Hold,Yes,19.81,Good
C3671,24,Female,Bachelors,Project Manager,Finance,HR,Teams,12:00,12:45,52,Yes,Moderate,5.7,3,1,90,7,1,128,13,8,6,1.71,High,0,Semi-Formal,8,Hold,Yes,17.57,Good
C3672,23,Female,PhD,Software Engineer,Consulting,Final,Skype,12:00,12:45,41,Yes,Poor,7.22,3,3,27,2,8,129,17,1,3,1.67,Medium,2,Semi-Formal,5,Hold,No,12.2,Good
C3673,24,Female,Masters,Data Analyst,Tech,HR,Google Meet,09:00,11:00,26,No,Clear,2.67,8,0,1,5,8,158,0,9,7,1.83,High,1,Casual,4,Reject,No,17.23,Good
C3674,30,Non-binary,Masters,Project Manager,Tech,Managerial,Skype,12:00,11:00,47,No,Clear,6.98,4,4,58,9,7,103,9,1,4,4.09,Medium,1,Casual,1,Reject,No,17.32,Good
C3675,23,Male,Bachelors,Project Manager,Healthcare,Final,Skype,14:00,14:45,57,No,Clear,3.33,9,1,53,7,3,106,9,3,6,2.1,Medium,1,Casual,8,Proceed,Yes,16.76,Good
C3676,22,Female,Bachelors,Data Analyst,Education,Final,Zoom,14:00,09:30,24,No,Moderate,7.13,8,4,65,2,7,143,16,8,6,4.78,Low,2,Casual,8,Hold,No,22.15,Excellent
C3677,21,Non-binary,PhD,UI/UX Designer,Consulting,Technical,Teams,10:30,11:00,52,Yes,Poor,4.88,7,3,62,2,7,156,16,1,4,1.28,Medium,2,Semi-Formal,7,Reject,Yes,14.44,Good
C3678,24,Male,Masters,Software Engineer,Healthcare,Technical,Teams,15:30,09:30,21,Yes,Clear,7.83,4,1,26,5,7,159,12,7,2,3.56,Low,2,Semi-Formal,1,Reject,No,14.37,Good
C3679,31,Female,Masters,UI/UX Designer,Healthcare,Technical,Zoom,12:00,16:00,58,No,Moderate,5.03,8,2,6,7,4,120,7,5,2,4.19,High,0,Casual,2,Proceed,No,14.76,Good
